# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000238945.1	chr1	45824324	45824420	-	97	0
ENSG00000236872.1	chr1	45880692	45881016	+	325	0
ENSG00000236624.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	45959538;45959598;45959609;45960064;45960581;45960581;45961090;45961090;45961090;45961090;45961090;45961104;45961883;45962228;45962228;45962228;45962228;45962228;45962228;45962228;45962971;45962971;45962971;45962971;45962971;45962971;45962976;45964115;45965017;45965017;45965017;45965017;45965017;45965017;45965017;45965204;45965204;45965204;45965204;45965204;45965204;45965204	45960838;45960838;45960838;45960838;45960838;45960838;45961217;45961145;45961217;45961217;45961217;45961217;45962295;45962295;45962295;45962295;45962295;45962295;45962295;45962295;45963055;45963055;45963055;45963055;45963055;45963055;45963055;45964297;45965115;45965112;45965115;45965115;45965115;45965115;45965115;45965525;45965646;45965725;45965646;45965646;45965720;45965751	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2757	0
ENSG00000132763.10	chr1;chr1;chr1;chr1;chr1;chr1	45965725;45973028;45973884;45974468;45975105;45975647	45966085;45973222;45974036;45976739;45975180;45976177	+;+;+;+;+;+	2981	0
ENSG00000117450.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	45976708;45976719;45976723;45980179;45980179;45980179;45980179;45980179;45980545;45980545;45980545;45980545;45980545;45981326;45981326;45981326;45981326;45981326;45984610;45984610;45984610;45984610;45984610;45984662;45987281;45987281;45987501;45987501;45987530;45988450	45977086;45977086;45977086;45980309;45980309;45980309;45980309;45980309;45980667;45980667;45980567;45980667;45980667;45981479;45981479;45981479;45981479;45981479;45984726;45984726;45984726;45984726;45984726;45984726;45987539;45987609;45987526;45987628;45987610;45988719	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1522	0
ENSG00000234379.1	chr1;chr1;chr1	45996599;45997019;45997628	45996712;45997318;45997811	+;+;+	598	0
ENSG00000117448.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46016215;46016476;46016518;46016526;46016638;46016739;46016739;46016740;46018108;46018108;46027461;46027461;46027461;46027461;46027461;46032241;46032241;46032241;46032241;46032241;46032241;46032241;46032541;46032541;46032541;46032541;46032541;46032541;46032541;46032541;46033221;46033633;46033654;46033654;46033654;46033654;46033654;46033654;46033819;46034157;46034157;46034157;46034157;46034286;46034599;46034599;46034599;46034599;46034599;46034606;46034722;46034815;46034815;46034815;46034815;46034815;46034815;46034815;46035563;46035563;46035563;46035563;46035563;46035563;46035563;46035563	46016827;46016548;46016827;46016827;46016827;46016827;46016827;46016827;46018235;46018235;46027550;46027550;46027550;46027550;46027550;46032360;46032360;46032360;46032360;46032360;46032360;46032360;46033260;46032692;46032692;46032692;46032885;46032692;46032692;46032692;46033849;46033697;46033762;46033849;46033849;46033849;46033740;46033849;46033849;46034356;46034356;46034296;46034356;46034671;46034678;46034671;46034671;46034671;46034671;46034671;46034901;46034901;46034901;46034901;46034901;46034901;46034901;46034901;46035719;46035717;46035716;46035721;46035721;46035721;46035721;46035721	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3121	0
ENSG00000132780.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46049518;46049661;46049713;46049714;46049714;46049717;46049717;46049717;46049717;46049717;46049717;46049717;46049717;46049730;46049732;46049732;46049733;46049735;46049737;46049780;46054323;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46056895;46060366;46060366;46066057;46066057;46066057;46066057;46066057;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46067927;46070589;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46070608;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072154;46072189;46072993;46072993;46072993;46072993;46072993;46072993;46072993;46072993;46074972;46076226;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46078841;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079768;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46079965;46080635;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080685;46080731;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46080977;46082009;46082009;46082009;46082009;46082009;46082009;46082009;46082009;46082009;46082298;46082298;46082298;46082298;46082298;46082298;46082298;46082298;46082373;46082909;46083135;46083135;46083135;46083135;46083135;46083135;46083135;46083135;46083733;46083733;46083733;46083733;46083733;46083733;46083733;46083733;46083733;46083733	46049584;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46049877;46054620;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46056942;46060445;46060445;46066129;46066129;46066129;46066129;46066129;46068037;46068037;46068037;46068037;46068037;46068037;46068037;46068037;46068037;46067950;46068037;46068037;46068037;46068037;46070688;46070688;46070688;46070637;46070688;46070688;46070688;46070688;46070688;46070688;46070688;46070688;46070688;46072263;46072263;46072263;46072263;46072263;46072263;46072263;46072263;46072263;46072263;46072263;46072204;46072352;46072263;46072263;46072263;46073644;46073336;46074009;46074009;46074009;46074009;46073205;46073167;46076667;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46078920;46079853;46079853;46079853;46079853;46079853;46079853;46079853;46079853;46079853;46079853;46079789;46079853;46079853;46079853;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080038;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080873;46080803;46080803;46080873;46081387;46081143;46081143;46081143;46081143;46081143;46081143;46081143;46081135;46081143;46081143;46081026;46081078;46082065;46082065;46082065;46082065;46082065;46082065;46082065;46082065;46082065;46082375;46082375;46082375;46082375;46082375;46082375;46082375;46082375;46082375;46083263;46083263;46083263;46083263;46083263;46083263;46083263;46083263;46083263;46083919;46083918;46083885;46083916;46083916;46083919;46083918;46084566;46083916;46083923	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8293	0
ENSG00000159588.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46085716;46085716;46085716;46085717;46085717;46085783;46085895;46086025;46086200;46086395;46086395;46086395;46086395;46086395;46086395;46086575;46086575;46086575;46086575;46086575;46086575;46086575;46086666;46086953;46086953;46086953;46086953;46086953;46086953;46087230;46087310;46087310;46087310;46087310;46087310;46087549;46087549;46087549;46087549;46087549;46087549;46087913;46087913;46087913;46087913;46087913;46087913;46087913;46087953;46088221;46088221;46088221;46088221;46088221;46088221;46088221;46088221;46088221;46088423;46088423;46088423;46088423;46088423;46088423;46088423;46088423;46088423;46088627;46088627;46088627;46088627;46088627;46088627;46088627;46088889;46088889;46088889;46088889;46089229;46089229;46089408;46089408;46089408;46089408;46089408;46089408;46089408;46089408	46086105;46086105;46086105;46086105;46086105;46086105;46086105;46086105;46086505;46086505;46086505;46086505;46086505;46086505;46086505;46086785;46086785;46086785;46086785;46086785;46087667;46086785;46086785;46087156;46087156;46087156;46087156;46087156;46087156;46087407;46087407;46087407;46087407;46087407;46087407;46087667;46087667;46087667;46087667;46087667;46087667;46088020;46088020;46088020;46088020;46088020;46088020;46088020;46088020;46088339;46088339;46088339;46088339;46088339;46088339;46088339;46088339;46088339;46089324;46088506;46088445;46088506;46088506;46088506;46088506;46088506;46088506;46088789;46088789;46088789;46088789;46089324;46089709;46088789;46089111;46089111;46089111;46089084;46089324;46089324;46089721;46089729;46089639;46089729;46089729;46089725;46089712;46089673	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3323	0
ENSG00000159592.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46092976;46092976;46092978;46093629;46093900;46095248;46095248;46095248;46095248;46095248;46095260;46096154;46096154;46096154;46096154;46096154;46099161;46099161;46099161;46099161;46099768;46099768;46099768;46105882;46105882;46107342;46108099;46108099;46108099;46119943;46120215;46120215;46120215;46120862;46120862;46120862;46120862;46124427;46124700;46124700;46125856;46125856;46125856;46126089;46126202;46126221;46126349;46126470;46151248;46151248;46151248;46151248;46152084;46152084;46152084;46152665;46152665;46153655;46153655	46094080;46094080;46094080;46094080;46094080;46095350;46095387;46095350;46095350;46095350;46095350;46096278;46096429;46096278;46096278;46096278;46099503;46099319;46099319;46099319;46099908;46099908;46101396;46106075;46106075;46107483;46108171;46108171;46108171;46120501;46120501;46120501;46120501;46121831;46120918;46120991;46120991;46124814;46124814;46124814;46126061;46126897;46126897;46126897;46126897;46126897;46126897;46126897;46151292;46151292;46151292;46151292;46152325;46152302;46152208;46152818;46152805;46153785;46153785	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7433	0
ENSG00000225447.1	chr1	46111488	46111869	-	382	0
ENSG00000234329.1	chr1	46116711	46117498	-	788	0
ENSG00000159596.6	chr1;chr1;chr1;chr1;chr1	46152886;46153868;46156646;46158876;46158876	46153947;46153947;46156782;46160115;46159517	+;+;+;+;+	2439	0
ENSG00000197429.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46159996;46162731;46162731;46163603;46164383;46165417;46165742;46179918;46179918;46179918;46182567;46182567;46184875;46184875;46193303;46193303;46195286;46195286;46206573;46206573;46211792;46211792;46216269;46216269	46160187;46163004;46163004;46163727;46165862;46165862;46165862;46180138;46179924;46180138;46182689;46182689;46185012;46185012;46193470;46193470;46195441;46195441;46207004;46207004;46212133;46212133;46216321;46216322	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3705	0
ENSG00000230896.1	chr1;chr1	46160356;46162434	46160639;46162747	-;-	598	0
ENSG00000236111.4	chr1;chr1	46246949;46246949	46247629;46247596	+;+	681	0
ENSG00000086015.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46252659;46269285;46269285;46290105;46290105;46290105;46295111;46295111;46295111;46348036;46348036;46348036;46379260;46383011;46383011;46425058;46425058;46425058;46425058;46463396;46463396;46463396;46463396;46468477;46468477;46468477;46468477;46468483;46471913;46471913;46471913;46471913;46471913;46473968;46473968;46473968;46473968;46476402;46476402;46476402;46485268;46485268;46485268;46487622;46487622;46487622;46487637;46488582;46488582;46488582;46488582;46488582;46488905;46488905;46488905;46488905;46488905;46489444;46489444;46489444;46489444;46491349;46491349;46491349;46493403;46493403;46493403;46494440;46494440;46494440;46494837;46495138;46495138;46495138;46495503;46495503;46495503;46495503;46495801;46495801;46495801;46495801;46496279;46496279;46496279;46496679;46496679;46497063;46497063;46497850;46497850;46498002;46498268;46498268;46499474;46499474;46499540;46499745;46499745;46499745;46500210;46500501	46252804;46269744;46269744;46290252;46290252;46290252;46295253;46295253;46295253;46348067;46348067;46348067;46379386;46383205;46383181;46425149;46425149;46425149;46425149;46463471;46463471;46463471;46463471;46468555;46468555;46468555;46468555;46468555;46472267;46472067;46472067;46472067;46472067;46474043;46474043;46474043;46474043;46476781;46476611;46476611;46485369;46485369;46485369;46487754;46487754;46487754;46487754;46488643;46488643;46488643;46488643;46488643;46489188;46488990;46488990;46488990;46488990;46490036;46489652;46489652;46489652;46491487;46491487;46491487;46493535;46493535;46493535;46494605;46494605;46494605;46495239;46495239;46495239;46495239;46495625;46495625;46495625;46495625;46496174;46495910;46495910;46495910;46496431;46496433;46496433;46496962;46496962;46497257;46497257;46497932;46498076;46498076;46498390;46498390;46499610;46499610;46499610;46500092;46499938;46499938;46501796;46501738	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7877	0
ENSG00000232467.2	chr1	46312666	46313266	-	601	0
ENSG00000117461.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46505812;46505812;46505814;46505814;46505814;46508313;46509333;46509334;46511590;46511590;46511590;46511590;46511590;46511590;46511590;46511590;46512223;46512223;46512223;46512223;46512223;46512223;46512223;46512223;46521467;46521467;46521467;46521467;46521467;46527601;46527601;46527601;46527601;46527601;46527601;46527601;46527622;46531726;46531726;46531726;46531726;46531726;46531726;46531726;46531726;46531728;46532583;46532583;46532583;46532583;46532583;46532583;46532583;46532583;46532583;46543187;46543187;46543187;46543187;46543187;46543187;46543187;46543187;46543187;46546314;46546314;46546314;46546314;46546314;46546314;46546314;46546314;46597383;46597519;46597519;46597519;46597519;46597519;46597519;46597519;46598371;46598456;46598456;46598456;46598456;46598456;46641900	46509543;46509543;46509543;46509543;46509543;46509543;46509543;46509543;46511760;46511760;46511760;46511760;46511760;46511760;46511760;46511760;46512297;46512297;46512297;46512297;46512297;46512297;46512297;46512297;46521643;46523106;46521643;46521643;46521643;46527743;46527743;46527743;46527743;46527743;46527743;46527743;46527743;46531851;46531851;46531851;46531851;46531851;46531851;46531851;46531851;46531851;46532763;46532763;46532763;46532763;46532763;46532763;46532763;46532763;46532763;46543285;46543285;46543285;46543285;46543281;46543285;46543285;46543285;46543285;46546422;46546422;46546422;46546422;46546422;46546422;46546422;46546422;46597387;46597628;46598288;46597628;46597628;46597628;46597628;46598314;46598466;46598585;46598583;46598708;46598708;46598708;46642160	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7676	0
ENSG00000226957.1	chr1;chr1	46512490;46513750	46512847;46514040	+;+	649	0
ENSG00000233114.2	chr1	46570622	46570847	+	226	0
ENSG00000227857.2	chr1;chr1	46600203;46604539	46600326;46604753	+;+	339	0
ENSG00000117472.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46640745;46640759;46640776;46640789;46640938;46641401;46646198;46646198;46646198;46646772;46646772;46646772;46646772;46646772;46649105;46649105;46649564;46649863;46649863;46649863;46649863;46649863;46649863;46649863;46649863;46650266;46650266;46650266;46650266;46650266;46650457;46650457;46650457;46650457;46650457;46650457;46650539;46650632;46650632;46650632;46650632;46650632;46650897;46650897;46650897;46650897;46650897;46651158;46651158;46651158	46641081;46641081;46641081;46641081;46641081;46641519;46646330;46646330;46646330;46646836;46646836;46646836;46646836;46646836;46649355;46649355;46649658;46650069;46650069;46650069;46650340;46650335;46650069;46650069;46650069;46650340;46650340;46650338;46650340;46650340;46650554;46650555;46650555;46650555;46650555;46650555;46650787;46650674;46650787;46650787;46650787;46650787;46650980;46650980;46650980;46650980;46650970;46651414;46651244;46651630	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2366	0
ENSG00000250719.1	chr1;chr1	46641158;46641900	46641301;46642150	-;-	395	0
ENSG00000085998.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	46654354;46654355;46654355;46654356;46654357;46654391;46654914;46654914;46654914;46655130;46655130;46655130;46655130;46655156;46655156;46655191;46655526;46655526;46655526;46655526;46655526;46655526;46655789;46656145;46656145;46656145;46656145;46656145;46656145;46656392;46656392;46656392;46656392;46656392;46656392;46657288;46657770;46657770;46657770;46657770;46657770;46657980;46657980;46657980;46657980;46657980;46657980;46657980;46658190;46658190;46658190;46658190;46658190;46658190;46658572;46658572;46658572;46658572;46658572;46658572;46658846;46658846;46658846;46658846;46658846;46658846;46658977;46658977;46658977;46658977;46658977;46658977;46659055;46659236;46659236;46659236;46659236;46659527;46659527;46659527;46659527;46659946;46659946;46659946;46659946;46659946;46659946;46660225;46660225;46660225;46660225;46660225;46660225;46660254;46660516;46660516;46660516;46660516;46660516;46661156;46661483;46661483;46661483;46661483;46661483;46661483;46661684;46661684;46661684;46661684;46661684;46661684;46661684;46662403;46662403;46662403;46662403;46662403;46662403;46662451;46662642;46662642;46662642;46662642;46662642;46662642;46662642;46662980;46663374;46663374;46663374;46663374;46663374;46663374;46663959;46664008;46664008;46685377;46685377	46655029;46654652;46655029;46654652;46654652;46654652;46655029;46655029;46655029;46655239;46655239;46655239;46655239;46655239;46655239;46655239;46655661;46655661;46655661;46655661;46655661;46655661;46657895;46656189;46656189;46656189;46656189;46656189;46656189;46656644;46656456;46656456;46656456;46656456;46656456;46657895;46657895;46657895;46657895;46657895;46657895;46658013;46658108;46658108;46658108;46658108;46658108;46658108;46658262;46658262;46658262;46658262;46658262;46658262;46658630;46658630;46658630;46658630;46658630;46658630;46658887;46658887;46658887;46658887;46658887;46658887;46659472;46659060;46659060;46659060;46659060;46659597;46659597;46659311;46659311;46659311;46659311;46659597;46659597;46659597;46659597;46660073;46660073;46660073;46660073;46660073;46660073;46660323;46660323;46660323;46660323;46660323;46660323;46660323;46660633;46660633;46660633;46660633;46660633;46661596;46661596;46661596;46661596;46661596;46661596;46661596;46661749;46661749;46661749;46661749;46661749;46661749;46661749;46662521;46662521;46662521;46662521;46662521;46662521;46662521;46662756;46662756;46662756;46662756;46662756;46662756;46662756;46663147;46663774;46663543;46663543;46663543;46663543;46663543;46664032;46664098;46664115;46685977;46685963	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6366	0
ENSG00000171357.5	chr1;chr1	46669006;46685371	46669296;46686933	+;+	1854	0
